t,theta,omega,energy
0.685,-0.375023,-2.09355,2.87328
0.686,-0.377115,-2.08995,2.87328
0.687,-0.379203,-2.08633,2.87328
0.688,-0.381288,-2.08269,2.87328
0.689,-0.383368,-2.07903,2.87328
0.69,-0.385446,-2.07535,2.87328
0.691,-0.387519,-2.07165,2.87328
0.692,-0.389589,-2.06793,2.87328
0.693,-0.391655,-2.0642,2.87328
0.694,-0.393717,-2.06044,2.87328
0.695,-0.395776,-2.05667,2.87328
0.696,-0.397831,-2.05288,2.87328
0.697,-0.399882,-2.04907,2.87328
0.698,-0.401929,-2.04524,2.87328
0.699,-0.403972,-2.04139,2.87328
0.7,-0.406012,-2.03753,2.87328
0.701,-0.408047,-2.03365,2.87328
0.702,-0.410079,-2.02974,2.87328
0.703,-0.412107,-2.02582,2.87328
0.704,-0.41413,-2.02188,2.87328
0.705,-0.41615,-2.01793,2.87328
0.706,-0.418166,-2.01395,2.87328
0.707,-0.420178,-2.00996,2.87328
0.708,-0.422186,-2.00595,2.87328
0.709,-0.42419,-2.00192,2.87328
0.71,-0.42619,-1.99788,2.87328
0.711,-0.428186,-1.99381,2.87328
0.712,-0.430178,-1.98973,2.87328
0.713,-0.432165,-1.98563,2.87328
0.714,-0.434149,-1.98151,2.87328
0.715,-0.436128,-1.97738,2.87328
0.716,-0.438104,-1.97322,2.87328
0.717,-0.440075,-1.96905,2.87328
0.718,-0.442042,-1.96486,2.87328
0.719,-0.444005,-1.96066,2.87328
0.72,-0.445963,-1.95644,2.87328
0.721,-0.447917,-1.9522,2.87328
0.722,-0.449867,-1.94794,2.87328
0.723,-0.451813,-1.94366,2.87328
0.724,-0.453755,-1.93937,2.87328
0.725,-0.455692,-1.93506,2.87328
0.726,-0.457625,-1.93074,2.87328
0.727,-0.459553,-1.9264,2.87328
0.728,-0.461478,-1.92204,2.87328
0.729,-0.463398,-1.91766,2.87328
0.73,-0.465313,-1.91327,2.87328
0.731,-0.467224,-1.90886,2.87328
0.732,-0.469131,-1.90443,2.87328
0.733,-0.471033,-1.89999,2.87328
0.734,-0.472931,-1.89553,2.87328
0.735,-0.474824,-1.89105,2.87328
0.736,-0.476713,-1.88656,2.87328
0.737,-0.478597,-1.88205,2.87328
0.738,-0.480477,-1.87752,2.87328
0.739,-0.482352,-1.87298,2.87328
0.74,-0.484223,-1.86842,2.87328
0.741,-0.486089,-1.86384,2.87328
0.742,-0.487951,-1.85925,2.87328
0.743,-0.489807,-1.85465,2.87328
0.744,-0.49166,-1.85002,2.87328
0.745,-0.493508,-1.84538,2.87328
0.746,-0.495351,-1.84073,2.87328
0.747,-0.497189,-1.83606,2.87328
0.748,-0.499023,-1.83137,2.87328
0.749,-0.500852,-1.82667,2.87328
0.75,-0.502676,-1.82195,2.87328
0.751,-0.504496,-1.81722,2.87328
0.752,-0.50631,-1.81247,2.87328
0.753,-0.508121,-1.8077,2.87328
0.754,-0.509926,-1.80292,2.87328
0.755,-0.511726,-1.79812,2.87328
0.756,-0.513522,-1.79331,2.87328
0.757,-0.515313,-1.78849,2.87328
0.758,-0.517099,-1.78364,2.87328
0.759,-0.51888,-1.77879,2.87328
0.76,-0.520657,-1.77391,2.87328
0.761,-0.522428,-1.76903,2.87328
0.762,-0.524195,-1.76412,2.87328
0.763,-0.525956,-1.75921,2.87328
0.764,-0.527713,-1.75427,2.87328
0.765,-0.529465,-1.74933,2.87328
0.766,-0.531212,-1.74436,2.87328
0.767,-0.532954,-1.73939,2.87328
0.768,-0.53469,-1.7344,2.87328
0.769,-0.536422,-1.72939,2.87328
0.77,-0.538149,-1.72437,2.87328
0.771,-0.539871,-1.71933,2.87328
0.772,-0.541588,-1.71428,2.87328
0.773,-0.5433,-1.70922,2.87328
0.774,-0.545006,-1.70414,2.87328
0.775,-0.546708,-1.69905,2.87328
0.776,-0.548404,-1.69394,2.87328
0.777,-0.550096,-1.68882,2.87328
0.778,-0.551782,-1.68368,2.87328
0.779,-0.553463,-1.67854,2.87328
0.78,-0.555139,-1.67337,2.87328
0.781,-0.55681,-1.66819,2.87328
0.782,-0.558476,-1.663,2.87328
0.783,-0.560136,-1.6578,2.87328
0.784,-0.561791,-1.65258,2.87328
0.785,-0.563441,-1.64735,2.87328
0.786,-0.565086,-1.6421,2.87328
0.787,-0.566725,-1.63684,2.87328
0.788,-0.568359,-1.63157,2.87328
0.789,-0.569988,-1.62628,2.87328
0.79,-0.571612,-1.62098,2.87328
0.791,-0.57323,-1.61567,2.87328
0.792,-0.574843,-1.61034,2.87328
0.793,-0.576451,-1.605,2.87328
0.794,-0.578053,-1.59964,2.87328
0.795,-0.57965,-1.59428,2.87328
0.796,-0.581242,-1.5889,2.87328
0.797,-0.582828,-1.5835,2.87328
0.798,-0.584409,-1.5781,2.87328
0.799,-0.585984,-1.57268,2.87328
0.8,-0.587554,-1.56725,2.87328
0.801,-0.589119,-1.5618,2.87328
0.802,-0.590678,-1.55635,2.87328
0.803,-0.592231,-1.55088,2.87328
0.804,-0.59378,-1.5454,2.87328
0.805,-0.595322,-1.5399,2.87328
0.806,-0.596859,-1.53439,2.87328
0.807,-0.598391,-1.52887,2.87328
0.808,-0.599917,-1.52334,2.87328
0.809,-0.601438,-1.5178,2.87328
0.81,-0.602953,-1.51224,2.87328
0.811,-0.604462,-1.50667,2.87328
0.812,-0.605966,-1.50109,2.87328
0.813,-0.607464,-1.4955,2.87328
0.814,-0.608957,-1.48989,2.87328
0.815,-0.610444,-1.48427,2.87328
0.816,-0.611926,-1.47864,2.87328
0.817,-0.613401,-1.473,2.87328
0.818,-0.614872,-1.46735,2.87328
0.819,-0.616336,-1.46168,2.87328
0.82,-0.617795,-1.45601,2.87328
0.821,-0.619248,-1.45032,2.87328
0.822,-0.620696,-1.44462,2.87328
0.823,-0.622137,-1.43891,2.87328
0.824,-0.623573,-1.43319,2.87328
0.825,-0.625004,-1.42745,2.87328
0.826,-0.626428,-1.42171,2.87328
0.827,-0.627847,-1.41595,2.87328
0.828,-0.62926,-1.41018,2.87328
0.829,-0.630668,-1.4044,2.87328
0.83,-0.632069,-1.39861,2.87328
0.831,-0.633465,-1.39281,2.87328
0.832,-0.634855,-1.387,2.87328
0.833,-0.636239,-1.38117,2.87328
0.834,-0.637617,-1.37534,2.87328
0.835,-0.638989,-1.3695,2.87328
0.836,-0.640356,-1.36364,2.87328
0.837,-0.641717,-1.35777,2.87328
0.838,-0.643072,-1.3519,2.87328
0.839,-0.64442,-1.34601,2.87328
0.84,-0.645764,-1.34011,2.87328
0.841,-0.647101,-1.3342,2.87328
0.842,-0.648432,-1.32828,2.87328
0.843,-0.649757,-1.32235,2.87328
0.844,-0.651077,-1.31641,2.87328
0.845,-0.65239,-1.31046,2.87328
0.846,-0.653698,-1.3045,2.87328
0.847,-0.654999,-1.29853,2.87328
0.848,-0.656295,-1.29255,2.87328
0.849,-0.657584,-1.28656,2.87328
0.85,-0.658868,-1.28056,2.87328
0.851,-0.660145,-1.27455,2.87328
0.852,-0.661417,-1.26852,2.87328
0.853,-0.662682,-1.26249,2.87328
0.854,-0.663942,-1.25645,2.87328
0.855,-0.665195,-1.2504,2.87328
0.856,-0.666443,-1.24434,2.87328
0.857,-0.667684,-1.23827,2.87328
0.858,-0.668919,-1.2322,2.87328
0.859,-0.670148,-1.22611,2.87328
0.86,-0.671371,-1.22001,2.87328
0.861,-0.672588,-1.2139,2.87328
0.862,-0.673799,-1.20779,2.87328
0.863,-0.675004,-1.20166,2.87328
0.864,-0.676202,-1.19553,2.87328
0.865,-0.677395,-1.18938,2.87328
0.866,-0.678581,-1.18323,2.87328
0.867,-0.679761,-1.17707,2.87328
0.868,-0.680935,-1.1709,2.87328
0.869,-0.682103,-1.16472,2.87328
0.87,-0.683265,-1.15853,2.87328
0.871,-0.68442,-1.15233,2.87328
0.872,-0.685569,-1.14612,2.87328
0.873,-0.686712,-1.13991,2.87328
0.874,-0.687849,-1.13368,2.87328
0.875,-0.68898,-1.12745,2.87328
0.876,-0.690104,-1.12121,2.87328
0.877,-0.691222,-1.11496,2.87328
0.878,-0.692334,-1.1087,2.87328
0.879,-0.69344,-1.10244,2.87328
0.88,-0.694539,-1.09616,2.87328
0.881,-0.695632,-1.08988,2.87328
0.882,-0.696719,-1.08359,2.87328
0.883,-0.697799,-1.07729,2.87328
0.884,-0.698873,-1.07098,2.87328
0.885,-0.699941,-1.06467,2.87328
0.886,-0.701003,-1.05834,2.87328
0.887,-0.702058,-1.05201,2.87328
0.888,-0.703107,-1.04567,2.87328
0.889,-0.704149,-1.03933,2.87328
0.89,-0.705185,-1.03297,2.87328
0.891,-0.706215,-1.02661,2.87328
0.892,-0.707238,-1.02024,2.87328
0.893,-0.708256,-1.01386,2.87328
0.894,-0.709266,-1.00747,2.87328
0.895,-0.71027,-1.00108,2.87328
0.896,-0.711268,-0.994682,2.87328
0.897,-0.71226,-0.988274,2.87328
0.898,-0.713245,-0.981859,2.87328
0.899,-0.714224,-0.975437,2.87328
0.9,-0.715196,-0.969008,2.87328
0.901,-0.716162,-0.962571,2.87328
0.902,-0.717121,-0.956127,2.87328
0.903,-0.718074,-0.949676,2.87328
0.904,-0.71902,-0.943219,2.87328
0.905,-0.71996,-0.936754,2.87328
0.906,-0.720894,-0.930282,2.87328
0.907,-0.721821,-0.923804,2.87328
0.908,-0.722741,-0.917318,2.87328
0.909,-0.723655,-0.910826,2.87328
0.91,-0.724563,-0.904327,2.87328
0.911,-0.725464,-0.897822,2.87328
0.912,-0.726359,-0.89131,2.87328
0.913,-0.727247,-0.884791,2.87328
0.914,-0.728128,-0.878266,2.87328
0.915,-0.729003,-0.871735,2.87328
0.916,-0.729872,-0.865197,2.87328
0.917,-0.730734,-0.858652,2.87328
0.918,-0.731589,-0.852102,2.87328
0.919,-0.732438,-0.845545,2.87328
0.92,-0.73328,-0.838982,2.87328
0.921,-0.734116,-0.832413,2.87328
0.922,-0.734945,-0.825838,2.87328
0.923,-0.735767,-0.819257,2.87328
0.924,-0.736583,-0.81267,2.87328
0.925,-0.737393,-0.806077,2.87328
0.926,-0.738196,-0.799479,2.87328
0.927,-0.738992,-0.792874,2.87328
0.928,-0.739781,-0.786264,2.87328
0.929,-0.740564,-0.779648,2.87328
0.93,-0.741341,-0.773026,2.87328
0.931,-0.74211,-0.766399,2.87328
0.932,-0.742873,-0.759766,2.87328
0.933,-0.74363,-0.753128,2.87328
0.934,-0.74438,-0.746484,2.87328
0.935,-0.745123,-0.739835,2.87328
0.936,-0.745859,-0.73318,2.87328
0.937,-0.746589,-0.726521,2.87328
0.938,-0.747312,-0.719856,2.87328
0.939,-0.748029,-0.713186,2.87328
0.94,-0.748739,-0.70651,2.87328
0.941,-0.749442,-0.69983,2.87328
0.942,-0.750138,-0.693145,2.87328
0.943,-0.750828,-0.686454,2.87328
0.944,-0.751511,-0.679759,2.87328
0.945,-0.752188,-0.673059,2.87328
0.946,-0.752857,-0.666354,2.87328
0.947,-0.75352,-0.659644,2.87328
0.948,-0.754177,-0.65293,2.87328
0.949,-0.754826,-0.646211,2.87328
0.95,-0.755469,-0.639487,2.87328
0.951,-0.756105,-0.632758,2.87328
0.952,-0.756735,-0.626026,2.87328
0.953,-0.757357,-0.619288,2.87328
0.954,-0.757973,-0.612547,2.87328
0.955,-0.758582,-0.605801,2.87328
0.956,-0.759185,-0.59905,2.87328
0.957,-0.759781,-0.592296,2.87328
0.958,-0.760369,-0.585537,2.87328
0.959,-0.760952,-0.578774,2.87328
0.96,-0.761527,-0.572007,2.87328
0.961,-0.762096,-0.565235,2.87328
0.962,-0.762657,-0.55846,2.87328
0.963,-0.763213,-0.551681,2.87328
0.964,-0.763761,-0.544898,2.87328
0.965,-0.764302,-0.538111,2.87328
0.966,-0.764837,-0.53132,2.87328
0.967,-0.765365,-0.524526,2.87328
0.968,-0.765886,-0.517728,2.87328
0.969,-0.7664,-0.510926,2.87328
0.97,-0.766908,-0.50412,2.87328
0.971,-0.767409,-0.497311,2.87328
0.972,-0.767903,-0.490499,2.87328
0.973,-0.76839,-0.483683,2.87328
0.974,-0.76887,-0.476863,2.87328
0.975,-0.769343,-0.47004,2.87328
0.976,-0.76981,-0.463214,2.87328
0.977,-0.77027,-0.456385,2.87328
0.978,-0.770723,-0.449552,2.87328
0.979,-0.771169,-0.442716,2.87328
0.98,-0.771608,-0.435878,2.87328
0.981,-0.772041,-0.429036,2.87328
0.982,-0.772466,-0.422191,2.87328
0.983,-0.772885,-0.415343,2.87328
0.984,-0.773297,-0.408492,2.87328
0.985,-0.773702,-0.401638,2.87328
0.986,-0.7741,-0.394782,2.87328
0.987,-0.774492,-0.387923,2.87328
0.988,-0.774876,-0.381061,2.87328
0.989,-0.775254,-0.374196,2.87328
0.99,-0.775624,-0.367329,2.87328
0.991,-0.775988,-0.360459,2.87328
0.992,-0.776345,-0.353586,2.87328
0.993,-0.776696,-0.346711,2.87328
0.994,-0.777039,-0.339834,2.87328
0.995,-0.777375,-0.332954,2.87328
0.996,-0.777705,-0.326072,2.87328
0.997,-0.778027,-0.319188,2.87328
0.998,-0.778343,-0.312302,2.87328
0.999,-0.778652,-0.305413,2.87328
1,-0.778954,-0.298522,2.87328
1.001,-0.779249,-0.291629,2.87328
1.002,-0.779537,-0.284734,2.87328
1.003,-0.779818,-0.277837,2.87328
1.004,-0.780093,-0.270939,2.87328
1.005,-0.78036,-0.264038,2.87328
1.006,-0.780621,-0.257135,2.87328
1.007,-0.780875,-0.250231,2.87328
1.008,-0.781121,-0.243325,2.87328
1.009,-0.781361,-0.236417,2.87328
1.01,-0.781594,-0.229507,2.87328
1.011,-0.78182,-0.222596,2.87328
1.012,-0.782039,-0.215684,2.87328
1.013,-0.782252,-0.20877,2.87328
1.014,-0.782457,-0.201854,2.87328
1.015,-0.782655,-0.194937,2.87328
1.016,-0.782847,-0.188019,2.87328
1.017,-0.783031,-0.181099,2.87328
1.018,-0.783209,-0.174178,2.87328
1.019,-0.78338,-0.167256,2.87328
1.02,-0.783544,-0.160333,2.87328
1.021,-0.7837,-0.153408,2.87328
1.022,-0.78385,-0.146483,2.87328
1.023,-0.783993,-0.139556,2.87328
1.024,-0.784129,-0.132629,2.87328
1.025,-0.784259,-0.125701,2.87328
1.026,-0.784381,-0.118771,2.87328
1.027,-0.784496,-0.111841,2.87328
1.028,-0.784605,-0.10491,2.87328
1.029,-0.784706,-0.0979789,2.87328
1.03,-0.7848,-0.0910466,2.87328
1.031,-0.784888,-0.0841138,2.87328
1.032,-0.784969,-0.0771803,2.87328
1.033,-0.785042,-0.0702463,2.87328
1.034,-0.785109,-0.0633118,2.87328
1.035,-0.785169,-0.0563769,2.87328
1.036,-0.785222,-0.0494416,2.87328
1.037,-0.785268,-0.0425059,2.87328
1.038,-0.785307,-0.03557,2.87328
1.039,-0.785339,-0.0286338,2.87328
1.04,-0.785364,-0.0216974,2.87328
1.041,-0.785382,-0.0147608,2.87328
1.042,-0.785394,-0.00782416,2.87328
1.043,-0.785398,-0.000887458,2.87328
1.044,-0.785396,0.00604925,2.87328
1.045,-0.785386,0.0129859,2.87328
1.046,-0.78537,0.0199225,2.87328
1.047,-0.785346,0.0268589,2.87328
1.048,-0.785316,0.0337952,2.87328
1.049,-0.785279,0.0407312,2.87328
1.05,-0.785234,0.047667,2.87328
1.051,-0.785183,0.0546024,2.87328
1.052,-0.785125,0.0615374,2.87328
1.053,-0.78506,0.068472,2.87328
1.054,-0.784988,0.0754061,2.87328
1.055,-0.784909,0.0823397,2.87328
1.056,-0.784824,0.0892728,2.87328
1.057,-0.784731,0.0962052,2.87328
1.058,-0.784631,0.103137,2.87328
1.059,-0.784525,0.110068,2.87328
1.06,-0.784411,0.116998,2.87328
1.061,-0.784291,0.123928,2.87328
1.062,-0.784163,0.130856,2.87328
1.063,-0.784029,0.137784,2.87328
1.064,-0.783888,0.144711,2.87328
1.065,-0.783739,0.151636,2.87328
1.066,-0.783584,0.158561,2.87328
1.067,-0.783422,0.165485,2.87328
1.068,-0.783253,0.172407,2.87328
1.069,-0.783077,0.179328,2.87328
1.07,-0.782895,0.186248,2.87328
1.071,-0.782705,0.193167,2.87328
1.072,-0.782508,0.200084,2.87328
1.073,-0.782305,0.207,2.87328
1.074,-0.782094,0.213915,2.87328
1.075,-0.781877,0.220828,2.87328
1.076,-0.781653,0.227739,2.87328
1.077,-0.781421,0.234649,2.87328
1.078,-0.781183,0.241557,2.87328
1.079,-0.780938,0.248464,2.87328
1.08,-0.780686,0.255369,2.87328
1.081,-0.780428,0.262272,2.87328
1.082,-0.780162,0.269173,2.87328
1.083,-0.779889,0.276072,2.87328
1.084,-0.77961,0.28297,2.87328
1.085,-0.779323,0.289865,2.87328
1.086,-0.77903,0.296759,2.87328
1.087,-0.77873,0.30365,2.87328
1.088,-0.778423,0.310539,2.87328
1.089,-0.778109,0.317426,2.87328
1.09,-0.777788,0.324311,2.87328
1.091,-0.77746,0.331194,2.87328
1.092,-0.777126,0.338074,2.87328
1.093,-0.776784,0.344952,2.87328
1.094,-0.776436,0.351827,2.87328
1.095,-0.77608,0.3587,2.87328
1.096,-0.775718,0.365571,2.87328
1.097,-0.775349,0.372439,2.87328
1.098,-0.774973,0.379304,2.87328
1.099,-0.774591,0.386167,2.87328
1.1,-0.774201,0.393027,2.87328
1.101,-0.773805,0.399884,2.87328
1.102,-0.773401,0.406739,2.87328
1.103,-0.772991,0.41359,2.87328
1.104,-0.772574,0.420439,2.87328
1.105,-0.77215,0.427285,2.87328
1.106,-0.771719,0.434127,2.87328
1.107,-0.771282,0.440967,2.87328
1.108,-0.770838,0.447803,2.87328
1.109,-0.770386,0.454637,2.87328
1.11,-0.769928,0.461467,2.87328
1.111,-0.769463,0.468294,2.87328
1.112,-0.768992,0.475118,2.87328
1.113,-0.768513,0.481938,2.87328
1.114,-0.768028,0.488755,2.87328
1.115,-0.767536,0.495568,2.87328
1.116,-0.767037,0.502378,2.87328
1.117,-0.766531,0.509185,2.87328
1.118,-0.766018,0.515987,2.87328
1.119,-0.765499,0.522787,2.87328
1.12,-0.764973,0.529582,2.87328
1.121,-0.76444,0.536374,2.87328
1.122,-0.7639,0.543162,2.87328
1.123,-0.763353,0.549946,2.87328
1.124,-0.7628,0.556726,2.87328
1.125,-0.76224,0.563502,2.87328
1.126,-0.761673,0.570274,2.87328
1.127,-0.761099,0.577043,2.87328
1.128,-0.760519,0.583807,2.87328
1.129,-0.759932,0.590567,2.87328
1.13,-0.759338,0.597322,2.87328
1.131,-0.758737,0.604074,2.87328
1.132,-0.75813,0.610821,2.87328
1.133,-0.757516,0.617564,2.87328
1.134,-0.756895,0.624302,2.87328
1.135,-0.756267,0.631036,2.87328
1.136,-0.755633,0.637766,2.87328
1.137,-0.754991,0.644491,2.87328
1.138,-0.754344,0.651211,2.87328
1.139,-0.753689,0.657926,2.87328
1.14,-0.753028,0.664637,2.87328
1.141,-0.75236,0.671344,2.87328
1.142,-0.751685,0.678045,2.87328
1.143,-0.751004,0.684742,2.87328
1.144,-0.750316,0.691433,2.87328
1.145,-0.749621,0.69812,2.87328
1.146,-0.748919,0.704801,2.87328
1.147,-0.748211,0.711478,2.87328
1.148,-0.747496,0.718149,2.87328
1.149,-0.746775,0.724816,2.87328
1.15,-0.746047,0.731477,2.87328
1.151,-0.745312,0.738133,2.87328
1.152,-0.74457,0.744783,2.87328
1.153,-0.743822,0.751428,2.87328
1.154,-0.743068,0.758068,2.87328
1.155,-0.742306,0.764702,2.87328
1.156,-0.741538,0.771331,2.87328
1.157,-0.740764,0.777954,2.87328
1.158,-0.739982,0.784571,2.87328
1.159,-0.739194,0.791183,2.87328
1.16,-0.7384,0.797789,2.87328
1.161,-0.737599,0.804389,2.87328
1.162,-0.736791,0.810984,2.87328
1.163,-0.735977,0.817572,2.87328
1.164,-0.735156,0.824155,2.87328
1.165,-0.734329,0.830732,2.87328
1.166,-0.733495,0.837302,2.87328
1.167,-0.732654,0.843867,2.87328
1.168,-0.731807,0.850425,2.87328
1.169,-0.730953,0.856977,2.87328
1.17,-0.730093,0.863523,2.87328
1.171,-0.729226,0.870062,2.87328
1.172,-0.728353,0.876595,2.87328
1.173,-0.727473,0.883122,2.87328
1.174,-0.726587,0.889642,2.87328
1.175,-0.725694,0.896156,2.87328
1.176,-0.724794,0.902663,2.87328
1.177,-0.723888,0.909164,2.87328
1.178,-0.722976,0.915658,2.87328
1.179,-0.722057,0.922145,2.87328
1.18,-0.721132,0.928625,2.87328
1.181,-0.7202,0.935099,2.87328
1.182,-0.719261,0.941565,2.87328
1.183,-0.718317,0.948025,2.87328
1.184,-0.717365,0.954477,2.87328
1.185,-0.716408,0.960923,2.87328
1.186,-0.715443,0.967361,2.87328
1.187,-0.714473,0.973793,2.87328
1.188,-0.713496,0.980217,2.87328
1.189,-0.712512,0.986634,2.87328
1.19,-0.711523,0.993043,2.87328
1.191,-0.710526,0.999445,2.87328
1.192,-0.709524,1.00584,2.87328
1.193,-0.708515,1.01223,2.87328
1.194,-0.707499,1.01861,2.87328
1.195,-0.706478,1.02498,2.87328
1.196,-0.705449,1.03134,2.87328
1.197,-0.704415,1.0377,2.87328
1.198,-0.703374,1.04405,2.87328
1.199,-0.702327,1.05039,2.87328
1.2,-0.701273,1.05672,2.87328
1.201,-0.700213,1.06305,2.87328
1.202,-0.699147,1.06937,2.87328
1.203,-0.698075,1.07568,2.87328
1.204,-0.696996,1.08198,2.87328
1.205,-0.695911,1.08827,2.87328
1.206,-0.694819,1.09455,2.87328
1.207,-0.693722,1.10083,2.87328
1.208,-0.692618,1.1071,2.87328
1.209,-0.691507,1.11336,2.87328
1.21,-0.690391,1.11961,2.87328
1.211,-0.689268,1.12585,2.87328
1.212,-0.688139,1.13209,2.87328
1.213,-0.687004,1.13832,2.87328
1.214,-0.685862,1.14453,2.87328
1.215,-0.684715,1.15074,2.87328
1.216,-0.683561,1.15694,2.87328
1.217,-0.682401,1.16313,2.87328
1.218,-0.681235,1.16931,2.87328
1.219,-0.680062,1.17549,2.87328
1.22,-0.678884,1.18165,2.87328
1.221,-0.677699,1.18781,2.87328
1.222,-0.676508,1.19395,2.87328
1.223,-0.675311,1.20009,2.87328
1.224,-0.674108,1.20622,2.87328
1.225,-0.672899,1.21234,2.87328
1.226,-0.671683,1.21845,2.87328
1.227,-0.670462,1.22455,2.87328
1.228,-0.669234,1.23064,2.87328
1.229,-0.668001,1.23672,2.87328
1.23,-0.666761,1.24279,2.87328
1.231,-0.665515,1.24885,2.87328
1.232,-0.664263,1.25491,2.87328
1.233,-0.663005,1.26095,2.87328
1.234,-0.661741,1.26698,2.87328
1.235,-0.660471,1.27301,2.87328
1.236,-0.659195,1.27902,2.87328
1.237,-0.657913,1.28502,2.87328
1.238,-0.656625,1.29102,2.87328
1.239,-0.655331,1.297,2.87328
1.24,-0.654031,1.30297,2.87328
1.241,-0.652725,1.30894,2.87328
1.242,-0.651413,1.31489,2.87328
1.243,-0.650095,1.32083,2.87328
1.244,-0.648772,1.32676,2.87328
1.245,-0.647442,1.33269,2.87328
1.246,-0.646106,1.3386,2.87328
1.247,-0.644765,1.3445,2.87328
1.248,-0.643417,1.35039,2.87328
1.249,-0.642064,1.35627,2.87328
1.25,-0.640705,1.36214,2.87328
1.251,-0.63934,1.368,2.87328
1.252,-0.637969,1.37385,2.87328
1.253,-0.636592,1.37968,2.87328
1.254,-0.635209,1.38551,2.87328
1.255,-0.633821,1.39132,2.87328
1.256,-0.632427,1.39713,2.87328
1.257,-0.631027,1.40292,2.87328
1.258,-0.629621,1.4087,2.87328
1.259,-0.628209,1.41447,2.87328
1.26,-0.626792,1.42023,2.87328
1.261,-0.625369,1.42598,2.87328
1.262,-0.62394,1.43172,2.87328
1.263,-0.622505,1.43745,2.87328
1.264,-0.621065,1.44316,2.87328
1.265,-0.619619,1.44886,2.87328
1.266,-0.618167,1.45455,2.87328
1.267,-0.61671,1.46023,2.87328
1.268,-0.615247,1.4659,2.87328
1.269,-0.613778,1.47156,2.87328
1.27,-0.612304,1.4772,2.87328
1.271,-0.610824,1.48283,2.87328
1.272,-0.609338,1.48845,2.87328
1.273,-0.607847,1.49406,2.87328
1.274,-0.60635,1.49966,2.87328
1.275,-0.604848,1.50524,2.87328
1.276,-0.60334,1.51082,2.87328
1.277,-0.601826,1.51638,2.87328
1.278,-0.600307,1.52192,2.87328
1.279,-0.598782,1.52746,2.87328
1.28,-0.597252,1.53298,2.87328
1.281,-0.595716,1.53849,2.87328
1.282,-0.594175,1.54399,2.87328
1.283,-0.592628,1.54948,2.87328
1.284,-0.591076,1.55495,2.87328
1.285,-0.589518,1.56041,2.87328
1.286,-0.587955,1.56586,2.87328
1.287,-0.586387,1.57129,2.87328
1.288,-0.584813,1.57671,2.87328
1.289,-0.583233,1.58212,2.87328
1.29,-0.581648,1.58752,2.87328
1.291,-0.580058,1.5929,2.87328
1.292,-0.578462,1.59827,2.87328
1.293,-0.576862,1.60363,2.87328
1.294,-0.575255,1.60897,2.87328
1.295,-0.573644,1.6143,2.87328
1.296,-0.572027,1.61962,2.87328
1.297,-0.570404,1.62492,2.87328
1.298,-0.568777,1.63021,2.87328
1.299,-0.567144,1.63549,2.87328
1.3,-0.565506,1.64076,2.87328
1.301,-0.563862,1.64601,2.87328
1.302,-0.562214,1.65124,2.87328
1.303,-0.56056,1.65646,2.87328
1.304,-0.558901,1.66167,2.87328
1.305,-0.557237,1.66687,2.87328
1.306,-0.555567,1.67205,2.87328
1.307,-0.553893,1.67722,2.87328
1.308,-0.552213,1.68237,2.87328
1.309,-0.550528,1.68751,2.87328
1.31,-0.548838,1.69263,2.87328
1.311,-0.547143,1.69774,2.87328
1.312,-0.545442,1.70284,2.87328
1.313,-0.543737,1.70792,2.87328
1.314,-0.542026,1.71299,2.87328
1.315,-0.540311,1.71804,2.87328
1.316,-0.53859,1.72308,2.87328
1.317,-0.536865,1.72811,2.87328
1.318,-0.535134,1.73312,2.87328
1.319,-0.533398,1.73811,2.87328
1.32,-0.531658,1.74309,2.87328
1.321,-0.529912,1.74806,2.87328
1.322,-0.528162,1.75301,2.87328
1.323,-0.526406,1.75795,2.87328
1.324,-0.524646,1.76287,2.87328
1.325,-0.522881,1.76777,2.87328
1.326,-0.52111,1.77267,2.87328
1.327,-0.519335,1.77754,2.87328
1.328,-0.517555,1.7824,2.87328
1.329,-0.51577,1.78725,2.87328
1.33,-0.513981,1.79208,2.87328
1.331,-0.512186,1.79689,2.87328
1.332,-0.510387,1.80169,2.87328
1.333,-0.508583,1.80648,2.87328
1.334,-0.506774,1.81125,2.87328
1.335,-0.50496,1.816,2.87328
1.336,-0.503142,1.82074,2.87328
1.337,-0.501319,1.82546,2.87328
1.338,-0.499491,1.83017,2.87328
1.339,-0.497659,1.83486,2.87328
1.34,-0.495821,1.83954,2.87328
1.341,-0.49398,1.84419,2.87328
1.342,-0.492133,1.84884,2.87328
1.343,-0.490282,1.85346,2.87328
1.344,-0.488426,1.85808,2.87328
1.345,-0.486566,1.86267,2.87328
1.346,-0.484701,1.86725,2.87328
1.347,-0.482831,1.87181,2.87328
1.348,-0.480957,1.87636,2.87328
1.349,-0.479079,1.88089,2.87328
1.35,-0.477195,1.8854,2.87328
1.351,-0.475308,1.8899,2.87328
1.352,-0.473416,1.89438,2.87328
1.353,-0.471519,1.89885,2.87328
1.354,-0.469618,1.90329,2.87328
1.355,-0.467712,1.90773,2.87328
1.356,-0.465802,1.91214,2.87328
1.357,-0.463888,1.91654,2.87328
1.358,-0.461969,1.92092,2.87328
1.359,-0.460046,1.92528,2.87328
1.36,-0.458119,1.92963,2.87328
1.361,-0.456187,1.93396,2.87328
1.362,-0.454251,1.93827,2.87328
1.363,-0.45231,1.94257,2.87328
1.364,-0.450366,1.94685,2.87328
